name,total_return,ann_return,ann_volatility,sharpe,max_drawdown,calmar,information_ratio,n_months,tc_bps
5 bps,0.9405178191851242,0.1802646743719547,0.14170120427051594,1.2721463822411758,-0.18036411374973743,0.9994486742638798,0.2529440493386427,48,5
10 bps,0.9039239389921834,0.17466059070131879,0.1416579936260567,1.232973771761734,-0.18262539491958948,0.9563872033143166,0.2313884828880557,48,10
15 bps,0.8680031035045761,0.1690804507911694,0.14161766696787303,1.193922018426744,-0.18488159611348828,0.9145337034378508,0.2098167753028426,48,15
20 bps,0.8327432442815943,0.16352416322661334,0.14158022676032458,1.154992946179107,-0.1871327263560313,0.8738405430779583,0.18822943636819725,48,20
25 bps,0.7981325037683673,0.15799163690178375,0.14154567529389414,1.1161883722250259,-0.1893787946596334,0.8342625539767473,0.16662697801325957,48,25
